지역, 학교명, 1학년 학급수, 1학년 학생수, 2학년 학급수, 2학년 학생수, 3학년 학급수, 3학년 학생수
경상북도 경주시,감포고등학교,1,0,1,0,1,12
경상북도 영덕군,강구정보고등학교,2,18,2,13,2,13
경상북도 구미시,경구고등학교,10,282,10,272,10,259
경상북도 포항시 북구,경북과학고등학교,2,40,2,39,2,24
경상북도 구미시,경북생활과학고등학교,5,125,5,110,5,121
경상북도 구미시,경북외국어고등학교,5,122,5,114,5,118
경상북도 봉화군,한국펫고등학교,2,49,2,26,2,40
경상북도 경산시,경북체육고등학교,3,78,3,65,3,75
경상북도 경산시,경산고등학교,10,252,10,246,10,307
경상북도 경산시,경산여자고등학교,12,310,12,301,12,358
경상북도 경산시,경산여자상업고등학교,5,126,5,118,5,133
경상북도 경산시,경북기계금속고등학교,6,153,6,145,6,161
경상북도 안동시,경안고등학교,6,124,6,126,6,148
경상북도 안동시,경안여자고등학교,5,111,6,126,6,147
경상북도 안동시,경일고등학교,6,129,6,109,6,150
경상북도 경주시,경주고등학교,9,203,9,212,9,229
경상북도 경주시,경주공업고등학교,8,95,8,72,8,120
경상북도 경주시,경주디자인고등학교,3,46,3,50,3,59
경상북도 경주시,경주여자고등학교,9,198,9,195,9,218
경상북도 경주시,경주여자정보고등학교,8,189,8,163,8,189
경상북도 경주시,경주정보고등학교,9,169,9,206,9,219
경상북도 경주시,경주화랑고등학교,2,24,2,16,2,26
경상북도 경주시,계림고등학교,5,110,5,113,5,119
경상북도 고령군,고령고등학교,2,44,2,43,2,52
경상북도 포항시 남구,포항과학기술고등학교,2,38,2,33,3,39
경상북도 구미시,구미고등학교,10,279,10,277,12,398
경상북도 구미시,구미여자고등학교,10,282,10,263,12,306
경상북도 구미시,구미정보고등학교,6,139,6,123,6,154
경상북도 구미시,구미여자상업고등학교,7,171,7,166,7,170
경상북도 군위군,군위고등학교,4,89,4,97,4,96
경상북도 경주시,근화여자고등학교,8,176,8,177,8,191
경상북도 의성군,금성고등학교,1,15,1,13,1,18
경상북도 구미시,금오고등학교,10,276,10,241,10,304
경상북도 구미시,금오공업고등학교,10,201,10,197,10,198
경상북도 구미시,금오여자고등학교,10,281,10,276,10,299
경상북도 청도군,금천고등학교,1,17,1,15,2,13
경상북도 영천시,금호공업고등학교,3,64,3,71,3,73
경상북도 영천시,포은고등학교,1,22,1,12,1,16
경상북도 포항시 북구,경북세무고등학교,2,34,2,10,2,13
경상북도 안동시,길원여자고등학교,6,132,7,139,7,161
경상북도 김천시,김천고등학교,8,244,8,231,8,232
경상북도 김천시,김천생명과학고등학교,6,132,6,145,6,152
경상북도 김천시,김천여자고등학교,6,131,6,105,7,164
경상북도 김천시,김천예술고등학교,3,113,3,101,3,101
경상북도 김천시,김천중앙고등학교,6,125,7,148,7,151
경상북도 고령군,대가야고등학교,5,109,5,90,5,106
경상북도 경산시,대구가톨릭대학교사범대학부속무학고등학교,8,205,8,197,8,249
경상북도 포항시 북구,대동고등학교,9,204,9,190,10,234
경상북도 영주시,대영고등학교,4,89,4,87,4,104
경상북도 예천군,대창고등학교,4,74,5,72,5,102
경상북도 구미시,도개고등학교,5,142,5,130,5,127
경상북도 칠곡군,동명고등학교,1,24,1,24,1,25
경상북도 영주시,영주동산고등학교,5,117,5,98,5,112
경상북도 포항시 북구,동지고등학교,9,207,9,202,10,240
경상북도 포항시 북구,동지여자고등학교,9,208,9,189,10,233
경상북도 성주군,명인정보고등학교,3,72,3,56,3,42
경상북도 청도군,모계고등학교,5,113,5,114,5,108
경상북도 경주시,무산고등학교,1,19,2,20,2,14
경상북도 문경시,문경공업고등학교,5,79,6,79,6,98
경상북도 문경시,문경여자고등학교,6,131,7,148,7,158
경상북도 경산시,문명고등학교,6,152,6,148,6,179
경상북도 문경시,문창고등학교,6,134,7,130,7,171
경상북도 경주시,문화고등학교,9,198,9,205,9,223
경상북도 의성군,봉양정보고등학교,1,14,1,15,1,14
경상북도 봉화군,봉화고등학교,4,88,4,91,4,98
경상북도 경주시,삼성생활예술고등학교,3,71,3,67,3,69
경상북도 상주시,상산전자고등학교,5,86,5,46,5,95
경상북도 상주시,상주고등학교,6,131,6,136,6,149
경상북도 상주시,상주공업고등학교,8,192,8,199,8,218
경상북도 상주시,상주여자고등학교,6,131,6,117,6,143
경상북도 상주시,우석여자고등학교,6,132,6,122,6,143
경상북도 상주시,상지여자상업고등학교,5,84,5,89,5,90
경상북도 경주시,선덕여자고등학교,8,179,8,176,8,196
경상북도 구미시,선산고등학교,4,114,5,88,6,116
경상북도 영주시,선영여자고등학교,4,97,4,66,4,98
경상북도 영천시,선화여자고등학교,5,114,5,114,5,122
경상북도 김천시,성의고등학교,5,112,5,113,5,119
경상북도 김천시,성의여자고등학교,5,111,5,112,5,128
경상북도 성주군,성주고등학교,4,90,4,89,4,95
경상북도 안동시,성창여자고등학교,3,68,4,33,4,82
경상북도 안동시,성희여자고등학교,5,111,6,116,6,144
경상북도 포항시 남구,세명고등학교,9,207,9,194,10,242
경상북도 포항시 북구,세화고등학교,4,85,4,78,4,82
경상북도 영양군,수비고등학교,1,14,1,9,1,17
경상북도 칠곡군,순심고등학교,8,193,8,193,8,233
경상북도 칠곡군,순심여자고등학교,6,148,6,145,6,176
경상북도 경주시,신라고등학교,7,154,8,105,8,148
경상북도 경주시,신라공업고등학교,9,212,9,213,9,231
경상북도 김천시,경북과학기술고등학교,5,92,5,108,5,116
경상북도 경주시,안강여자고등학교,5,111,5,106,5,114
경상북도 경주시,안강전자고등학교,3,49,3,26,3,25
경상북도 안동시,안동고등학교,6,130,6,140,6,143
경상북도 안동시,경북하이텍고등학교,6,140,6,145,6,148
경상북도 안동시,한국생명과학고등학교,6,120,6,123,6,139
경상북도 안동시,안동여자고등학교,6,133,7,144,7,158
경상북도 안동시,안동중앙고등학교,6,131,6,129,6,144
경상북도 칠곡군,약목고등학교,4,96,4,87,4,102
경상북도 영주시,영광고등학교,6,133,6,140,6,148
경상북도 영주시,영광여자고등학교,7,155,7,159,7,177
경상북도 경산시,영남삼육고등학교,2,51,2,52,2,58
경상북도 영덕군,영덕여자고등학교,3,57,3,55,3,57
경상북도 영덕군,영덕고등학교,3,66,3,59,3,58
경상북도 영천시,영동고등학교,6,133,6,138,6,144
경상북도 안동시,영문고등학교,4,74,4,52,4,78
경상북도 영양군,영양고등학교,2,32,2,38,3,36
경상북도 영양군,영양여자고등학교,3,67,3,55,3,59
경상북도 포항시 남구,영일고등학교,7,165,7,160,8,229
경상북도 영주시,영주고등학교,6,98,6,94,6,132
경상북도 영주시,경북항공고등학교,4,100,4,101,4,109
경상북도 영주시,영주여자고등학교,6,135,6,136,6,150
경상북도 영주시,영주제일고등학교,7,155,7,162,7,167
경상북도 영천시,영천고등학교,5,111,5,110,5,122
경상북도 영천시,영천전자고등학교,3,72,3,55,3,71
경상북도 영천시,영천여자고등학교,5,91,6,85,6,117
경상북도 영천시,영천성남여자고등학교,4,90,4,82,4,94
경상북도 영덕군,영해고등학교,3,62,3,59,3,67
경상북도 예천군,예천여자고등학교,5,105,5,77,5,116
경상북도 구미시,오상고등학교,10,284,10,280,10,302
경상북도 포항시 남구,오천고등학교,8,184,8,183,8,220
경상북도 상주시,용운고등학교,4,70,4,38,4,59
경상북도 울릉군,울릉고등학교,3,22,3,21,3,31
경상북도 울진군,울진고등학교,6,133,6,134,6,146
경상북도 포항시 북구,유성여자고등학교,9,208,9,190,10,238
경상북도 의성군,의성고등학교,3,58,3,66,3,43
경상북도 의성군,의성공업고등학교,3,53,3,33,3,41
경상북도 의성군,의성여자고등학교,3,62,3,47,3,59
경상북도 청도군,이서고등학교,6,134,6,139,6,146
경상북도 문경시,점촌고등학교,5,107,6,136,6,135
경상북도 울진군,죽변고등학교,5,92,5,108,5,122
경상북도 포항시 북구,경북간호고등학교,2,30,2,25,2,30
경상북도 상주시,중모종합고등학교,1,0,1,14,1,14
경상북도 경산시,진량고등학교,7,176,7,176,7,215
경상북도 청송군,진보고등학교,1,23,1,17,2,31
경상북도 청도군,청도고등학교,4,91,4,96,4,101
경상북도 청도군,경북드론고등학교,4,92,4,47,4,31
경상북도 청송군,청송고등학교,1,20,1,17,1,21
경상북도 청송군,청송자동차고등학교,1,11,1,16,1,12
경상북도 청송군,청송여자종합고등학교,2,17,2,28,2,30
경상북도 봉화군,한국산림과학고등학교,2,48,2,48,2,49
경상북도 칠곡군,칠곡고등학교,3,75,3,71,1,20
경상북도 경주시,효청보건고등학교,4,96,4,89,4,96
경상북도 울진군,한국원자력마이스터고등학교,4,80,4,78,4,76
경상북도 울진군,평해정보고등학교,2,29,2,23,2,19
경상북도 포항시 북구,포항고등학교,9,207,9,196,10,235
경상북도 포항시 북구,포항여자고등학교,9,207,9,203,10,244
경상북도 포항시 북구,포항여자전자고등학교,9,137,9,156,10,180
경상북도 포항시 북구,포항영신고등학교,7,159,7,145,8,183
경상북도 포항시 북구,포항예술고등학교,4,151,4,152,4,161
경상북도 포항시 남구,포항동성고등학교,7,162,7,155,7,184
경상북도 포항시 남구,포항제철고등학교,12,364,12,370,13,391
경상북도 포항시 남구,포항제철공업고등학교,9,182,9,172,9,175
경상북도 포항시 북구,포항중앙고등학교,9,207,9,196,10,234
경상북도 포항시 북구,포항중앙여자고등학교,9,204,9,192,10,223
경상북도 안동시,풍산고등학교,4,91,4,89,4,94
경상북도 경산시,하양여자고등학교,7,172,7,176,7,211
경상북도 김천시,한일여자고등학교,7,126,7,140,7,155
경상북도 상주시,함창고등학교,4,90,4,90,4,90
경상북도 청송군,현서고등학교,1,20,1,19,1,26
경상북도 구미시,현일고등학교,10,283,10,280,10,313
경상북도 상주시,화령고등학교,1,22,1,14,1,15
경상북도 군위군,효령고등학교,1,0,1,14,1,17
경상북도 울진군,후포고등학교,4,59,4,84,4,84
경상북도 포항시 북구,포항흥해공업고등학교,11,267,11,264,11,280
경상북도 영천시,경북식품과학마이스터고등학교,3,59,3,57,2,19
경상북도 포항시 북구,포항해양과학고등학교,7,87,7,74,7,117
경상북도 의성군,안계고등학교,2,32,2,31,2,33
경상북도 문경시,경북조리과학고등학교,3,70,3,56,3,60
경상북도 성주군,성주여자고등학교,5,107,6,104,6,118
경상북도 구미시,인동고등학교,10,279,10,271,10,333
경상북도 포항시 남구,포항이동고등학교,9,210,9,191,10,226
경상북도 포항시 북구,두호고등학교,9,208,9,196,10,246
경상북도 포항시 북구,포항장성고등학교,9,205,9,193,10,238
경상북도 구미시,상모고등학교,10,280,10,260,10,321
경상북도 구미시,사곡고등학교,10,282,10,276,10,311
경상북도 구미시,선주고등학교,10,274,10,267,10,297
경상북도 경산시,경산과학고등학교,3,60,3,58,3,34
경상북도 구미시,형곡고등학교,10,280,10,283,10,327
경상북도 칠곡군,북삼고등학교,8,192,8,192,8,229
경상북도 경산시,사동고등학교,10,255,10,248,10,290
경상북도 칠곡군,석적고등학교,8,191,8,191,8,229
경상북도 김천시,율곡고등학교,7,138,7,147,7,139
경상북도 구미시,구미고등학교부설방송통신고등학교,3,67,3,79,3,100
경상북도 김천시,김천중앙고등학교부설방송통신고등학교,2,20,3,35,3,44
경상북도 안동시,안동고등학교부설방송통신고등학교,1,24,1,28,1,25
경상북도 포항시 북구,포항고등학교부설방송통신고등학교,3,53,3,69,3,68
경상남도 진주시,경상대학교사범대학부설고등학교,6,144,6,148,6,162
경상남도 거창군,거창공업고등학교,2,21,2,28,2,18
경상남도 거제시,거제고등학교,9,277,9,268,9,310
경상남도 거제시,거제공업고등학교,8,160,8,161,8,145
경상남도 거제시,거제여자상업고등학교,4,45,5,58,3,51
경상남도 거제시,거제제일고등학교,8,214,8,237,7,194
경상남도 거제시,경남산업고등학교,8,170,9,194,9,234
경상남도 거제시,거제중앙고등학교,11,342,11,338,11,401
경상남도 거창군,거창고등학교,4,98,4,95,4,99
경상남도 거창군,거창대성고등학교,7,162,7,153,7,169
경상남도 거창군,대성일고등학교,5,110,5,105,5,118
경상남도 거창군,아림고등학교,3,48,4,74,3,60
경상남도 거창군,거창여자고등학교,5,100,5,112,5,119
경상남도 거창군,거창중앙고등학교,7,161,7,161,7,168
경상남도 진주시,경남과학고등학교,5,101,5,102,4,63
경상남도 진주시,경남예술고등학교,4,90,4,83,4,84
경상남도 양산시,경남외국어고등학교,8,200,8,199,8,202
경상남도 사천시,경남자영고등학교,4,84,4,82,3,75
경상남도 진주시,경남정보고등학교,6,97,5,85,6,106
경상남도 진주시,경남체육고등학교,3,80,3,86,3,82
경상남도 고성군,경남항공고등학교,8,177,7,146,6,142
경상남도 창원시 의창구,경상고등학교,8,172,8,179,8,217
경상남도 진주시,경해여자고등학교,11,256,11,268,11,305
경상남도 고성군,고성고등학교,6,129,6,123,6,146
경상남도 고성군,고성중앙고등학교,6,126,5,107,6,145
경상남도 사천시,곤양고등학교,1,10,1,13,1,14
경상남도 함안군,군북고등학교,2,43,2,39,2,44
경상남도 하동군,금남고등학교,3,54,3,48,3,56
경상남도 김해시,김해가야고등학교,9,251,9,235,9,269
경상남도 김해시,김해건설공업고등학교,12,265,14,307,13,313
경상남도 김해시,김해경원고등학교,9,228,9,228,9,267
경상남도 김해시,김해고등학교,9,216,9,226,9,269
경상남도 김해시,김해생명과학고등학교,8,180,7,114,7,174
경상남도 김해시,김해여자고등학교,9,249,9,230,9,267
경상남도 김해시,김해중앙여자고등학교,5,128,6,145,6,167
경상남도 김해시,김해한일여자고등학교,8,180,8,173,8,199
경상남도 창녕군,남지고등학교,5,115,5,101,5,109
경상남도 남해군,남해고등학교,5,96,4,92,5,112
경상남도 남해군,경남해양과학고등학교,2,26,2,27,2,36
경상남도 남해군,남해정보산업고등학교,2,7,2,15,3,32
경상남도 남해군,남해제일고등학교,6,137,6,127,6,141
경상남도 남해군,남해해성고등학교,4,97,4,83,4,90
경상남도 산청군,단성고등학교,2,38,2,40,3,58
경상남도 진주시,대곡고등학교,2,35,2,27,1,18
경상남도 진주시,경남자동차고등학교,7,140,7,150,7,147
경상남도 진주시,대아고등학교,11,262,11,273,11,318
경상남도 산청군,덕산고등학교,1,13,1,18,1,20
경상남도 창원시 마산합포구,마산가포고등학교,7,156,7,150,7,165
경상남도 창원시 마산합포구,마산고등학교,8,189,8,179,9,218
경상남도 창원시 마산회원구,마산공업고등학교,10,223,10,219,10,228
경상남도 창원시 마산회원구,마산구암고등학교,7,162,7,157,8,198
경상남도 창원시 마산회원구,마산무학여자고등학교,8,182,8,185,9,219
경상남도 창원시 마산합포구,마산삼진고등학교,7,146,6,125,7,155
경상남도 창원시 마산합포구,마산여자고등학교,8,186,8,180,9,216
경상남도 창원시 마산합포구,마산용마고등학교,7,166,7,162,8,199
경상남도 창원시 마산회원구,마산제일고등학교,10,239,10,229,10,236
경상남도 창원시 마산합포구,마산제일여자고등학교,9,201,9,195,10,230
경상남도 창원시 마산합포구,마산중앙고등학교,7,158,7,162,8,185
경상남도 함안군,명덕고등학교,5,118,5,119,5,141
경상남도 진주시,명신고등학교,9,215,9,226,9,256
경상남도 밀양시,밀성고등학교,6,139,7,145,7,165
경상남도 밀양시,밀성제일고등학교,6,85,7,87,7,103
경상남도 밀양시,밀양고등학교,7,161,7,157,7,168
경상남도 밀양시,한국나노마이스터고등학교,5,101,2,17,2,12
경상남도 밀양시,밀양동명고등학교,3,58,2,44,3,61
경상남도 밀양시,밀양여자고등학교,5,100,5,93,6,138
경상남도 양산시,보광고등학교,5,97,7,119,7,151
경상남도 사천시,사천고등학교,7,190,7,181,7,178
경상남도 사천시,사천여자고등학교,4,67,4,64,4,71
경상남도 합천군,삼가고등학교,2,33,2,26,2,34
경상남도 밀양시,삼랑진고등학교,3,67,3,59,3,67
경상남도 사천시,삼천포고등학교,6,137,6,119,6,152
경상남도 사천시,삼천포공업고등학교,5,100,5,97,5,95
경상남도 사천시,삼천포여자고등학교,6,131,6,122,7,158
경상남도 사천시,삼천포중앙고등학교,5,115,5,110,5,126
경상남도 진주시,삼현여자고등학교,10,241,10,242,10,278
경상남도 함양군,서상고등학교,1,15,1,9,1,15
경상남도 진주시,진주중앙고등학교,8,190,8,200,8,230
경상남도 진주시,선명여자고등학교,11,239,11,198,11,231
경상남도 창원시 마산합포구,성지여자고등학교,8,182,8,181,9,217
경상남도 진주시,경진고등학교,7,118,7,105,7,115
경상남도 밀양시,세종고등학교,6,138,6,118,6,145
경상남도 산청군,경남간호고등학교,2,44,2,44,2,45
경상남도 산청군,신등고등학교,1,9,1,6,1,9
경상남도 의령군,신반정보고등학교,2,9,2,11,2,23
경상남도 함양군,안의고등학교,2,35,2,28,2,50
경상남도 합천군,야로고등학교,2,26,2,30,1,20
경상남도 양산시,양산고등학교,10,296,10,284,10,295
경상남도 양산시,양산제일고등학교,8,248,8,255,8,285
경상남도 양산시,양산여자고등학교,10,321,10,322,10,325
경상남도 창녕군,영산고등학교,3,57,4,85,4,89
경상남도 창녕군,창녕옥야고등학교,4,95,3,66,4,83
경상남도 하동군,옥종고등학교,1,12,1,12,1,12
경상남도 사천시,용남고등학교,4,113,4,103,4,109
경상남도 양산시,웅상고등학교,8,256,8,238,8,275
경상남도 합천군,원경고등학교,2,20,2,19,2,31
경상남도 의령군,의령고등학교,3,67,3,57,3,68
경상남도 의령군,의령여자고등학교,3,74,3,66,3,67
경상남도 김해시,장유고등학교,11,348,11,342,11,370
경상남도 하동군,진교고등학교,2,31,2,28,2,38
경상남도 진주시,진서고등학교,1,7,1,9,1,9
경상남도 진주시,진양고등학교,9,209,9,225,9,256
경상남도 김해시,진영고등학교,6,193,6,186,6,197
경상남도 김해시,진영제일고등학교,3,64,3,50,3,53
경상남도 진주시,진주고등학교,8,185,8,195,8,232
경상남도 진주시,진주기계공업고등학교,9,181,9,177,9,180
경상남도 진주시,진주동명고등학교,10,240,10,251,10,281
경상남도 진주시,진주여자고등학교,9,226,9,226,9,266
경상남도 진주시,진주외국어고등학교,3,52,3,45,3,51
경상남도 진주시,진주제일여자고등학교,10,238,10,244,10,286
경상남도 창원시 진해구,진해고등학교,9,272,9,219,9,283
경상남도 창원시 진해구,진해세화여자고등학교,7,208,7,166,7,209
경상남도 창원시 진해구,진해여자고등학교,9,275,8,202,8,247
경상남도 창원시 진해구,웅천고등학교,7,211,7,204,7,190
경상남도 창원시 진해구,진해중앙고등학교,7,209,7,195,7,236
경상남도 창녕군,창녕고등학교,2,49,2,45,2,44
경상남도 창녕군,창녕공업고등학교,4,77,4,73,4,82
경상남도 창녕군,창녕대성고등학교,2,47,2,39,2,43
경상남도 창녕군,창녕여자고등학교,5,100,5,64,5,99
경상남도 창녕군,창녕슈퍼텍고등학교,3,41,4,53,4,70
경상남도 남해군,창선고등학교,2,43,2,28,2,27
경상남도 창원시 마산회원구,창신고등학교,8,185,8,173,9,210
경상남도 창원시 성산구,창원경일고등학교,9,207,9,199,9,239
경상남도 창원시 의창구,창원고등학교,10,232,10,231,10,269
경상남도 창원시 의창구,창원공업고등학교,10,168,10,224,10,241
경상남도 창원시 성산구,창원기계공업고등학교,17,396,17,380,17,412
경상남도 창원시 성산구,창원남고등학교,10,222,10,221,10,269
경상남도 창원시 성산구,창원남산고등학교,9,214,9,206,9,248
경상남도 창원시 의창구,창원대산고등학교,7,163,7,159,7,169
경상남도 창원시 의창구,창원명지여자고등학교,9,215,9,206,9,238
경상남도 창원시 의창구,창원문성고등학교,10,228,10,232,10,271
경상남도 창원시 성산구,창원사파고등학교,9,208,9,211,9,241
경상남도 창원시 의창구,창원여자고등학교,9,207,9,194,9,242
경상남도 창원시 의창구,창원용호고등학교,9,210,9,208,9,238
경상남도 창원시 의창구,경남관광고등학교,10,223,10,224,10,233
경상남도 창원시 의창구,창원중앙고등학교,10,231,10,225,10,269
경상남도 창원시 성산구,창원중앙여자고등학교,9,186,9,199,9,233
경상남도 고성군,철성고등학교,4,92,4,95,4,103
경상남도 합천군,초계고등학교,3,37,3,37,3,45
경상남도 통영시,충렬여자고등학교,6,159,6,160,6,189
경상남도 통영시,충무고등학교,8,157,8,138,8,125
경상남도 함안군,칠원고등학교,5,119,5,118,5,124
경상남도 통영시,통영고등학교,10,270,10,272,10,317
경상남도 통영시,통영여자고등학교,9,246,10,267,10,302
경상남도 통영시,동원고등학교,10,271,10,268,10,309
경상남도 하동군,하동고등학교,4,71,3,67,4,91
경상남도 하동군,하동여자고등학교,3,55,3,50,3,73
경상남도 창원시 마산회원구,한일전산여자고등학교,11,237,11,238,11,239
경상남도 함안군,함안고등학교,6,136,6,129,6,146
경상남도 함안군,경남로봇고등학교,2,46,2,43,2,48
경상남도 함양군,함양고등학교,5,100,5,107,5,122
경상남도 함양군,함양제일고등학교,6,80,6,99,6,124
경상남도 합천군,합천고등학교,3,62,3,64,3,57
경상남도 합천군,합천여자고등학교,4,60,5,69,4,78
경상남도 창원시 마산합포구,합포고등학교,7,158,7,161,7,175
경상남도 거제시,해성고등학교,9,268,9,278,9,318
경상남도 양산시,효암고등학교,8,257,7,212,8,274
경상남도 산청군,간디고등학교,2,42,2,39,2,40
경상남도 창원시 의창구,창원봉림고등학교,9,195,9,198,9,239
경상남도 창원시 의창구,창원신월고등학교,9,205,9,210,9,242
경상남도 김해시,김해분성고등학교,9,250,9,237,9,267
경상남도 김해시,김해대청고등학교,11,353,11,335,11,370
경상남도 양산시,양산남부고등학교,10,325,10,316,10,360
경상남도 창원시 성산구,창원경일여자고등학교,8,179,8,172,8,209
경상남도 창원시 의창구,창원명곡고등학교,8,184,8,182,8,216
경상남도 창원시 마산회원구,마산내서여자고등학교,10,228,10,225,10,247
경상남도 김해시,김해분성여자고등학교,9,252,9,230,9,270
경상남도 김해시,김해삼문고등학교,11,360,11,338,11,367
경상남도 창원시 성산구,창원대암고등학교,8,182,8,191,8,210
경상남도 창원시 성산구,창원토월고등학교,8,178,8,183,8,220
경상남도 김해시,김해영운고등학교,8,202,8,208,8,238
경상남도 김해시,김해외국어고등학교,5,129,5,126,5,124
경상남도 양산시,물금고등학교,10,328,10,320,10,348
경상남도 산청군,지리산고등학교,1,21,1,17,1,15
경상남도 거제시,거제옥포고등학교,10,309,10,305,10,360
경상남도 양산시,서창고등학교,10,316,10,299,10,339
경상남도 김해시,김해삼방고등학교,8,222,8,208,8,239
경상남도 창원시 진해구,진해용원고등학교,7,209,7,196,7,237
경상남도 김해시,김해제일고등학교,8,183,8,197,8,227
경상남도 창원시 의창구,창원과학고등학교,4,82,4,80,3,52
경상남도 창원시 마산합포구,태봉고등학교,3,45,3,44,3,41
경상남도 거제시,연초고등학교,10,313,10,305,10,363
경상남도 김해시,김해율하고등학교,11,358,11,336,11,373
경상남도 양산시,범어고등학교,10,334,10,320,10,363
경상남도 거제시,거제상문고등학교,11,342,11,334,11,402
경상남도 김해시,김해임호고등학교,7,191,7,181,7,205
경상남도 김해시,구산고등학교,8,224,8,213,8,233
경상남도 창원시 의창구,창원성민여자고등학교,8,186,8,176,7,187
경상남도 김해시,김해수남고등학교,10,328,10,299,10,325
경상남도 산청군,산청고등학교,5,115,5,102,5,76
경상남도 창원시 마산합포구,마산고등학교부설방송통신고등학교,4,132,4,103,4,126
경상남도 진주시,진주고등학교부설방송통신고등학교,3,88,3,91,2,58
제주특별자치도 제주시,제주대학교사범대학부설고등학교,8,283,8,278,8,298
제주특별자치도 서귀포시,대정고등학교,4,98,4,90,5,113
제주특별자치도 서귀포시,대정여자고등학교,4,97,4,87,5,116
제주특별자치도 서귀포시,서귀포고등학교,7,194,7,200,7,222
제주특별자치도 서귀포시,서귀포여자고등학교,7,195,7,187,7,223
제주특별자치도 제주시,세화고등학교,7,174,8,199,8,209
제주특별자치도 제주시,제주제일고등학교,13,458,12,414,12,448
제주특별자치도 제주시,제주중앙여자고등학교,12,415,10,334,12,442
제주특별자치도 제주시,한림고등학교,7,173,7,155,7,184
제주특별자치도 제주시,남녕고등학교,12,429,12,411,12,454
제주특별자치도 서귀포시,남주고등학교,7,190,7,196,7,218
제주특별자치도 제주시,대기고등학교,11,384,10,340,10,371
제주특별자치도 서귀포시,삼성여자고등학교,7,195,7,195,7,204
제주특별자치도 제주시,신성여자고등학교,10,349,10,336,10,361
제주특별자치도 제주시,오현고등학교,11,397,10,341,11,412
제주특별자치도 제주시,제주여자고등학교,10,354,8,266,9,331
제주특별자치도 제주시,애월고등학교,6,133,6,124,6,141
제주특별자치도 제주시,제주여자상업고등학교,8,203,8,203,8,214
제주특별자치도 서귀포시,중문고등학교,5,114,5,116,6,152
제주특별자치도 서귀포시,표선고등학교,6,136,6,121,6,144
제주특별자치도 제주시,한림공업고등학교,10,228,10,233,10,258
제주특별자치도 제주시,함덕고등학교,6,141,6,125,6,139
제주특별자치도 제주시,한국뷰티고등학교,3,69,3,69,3,74
제주특별자치도 제주시,영주고등학교,8,211,8,218,8,230
제주특별자치도 제주시,제주중앙고등학교,10,260,10,266,10,287
제주특별자치도 제주시,제주과학고등학교,2,40,2,36,2,28
제주특별자치도 제주시,제주고등학교,11,279,11,279,11,305
제주특별자치도 서귀포시,서귀포산업과학고등학교,8,151,8,141,8,135
제주특별자치도 서귀포시,성산고등학교,4,76,5,91,5,103
제주특별자치도 제주시,제주외국어고등학교,4,99,4,95,4,92
제주특별자치도 제주시,제주제일고등학교부설방송통신고등학교,5,116,5,98,5,126
